1|1|1001
2|2|1001
3|3|1001
1|4|1002
2|5|1002
3|6|1002
4|7|1002
5|8|1002
6|9|1002
7|10|1002
8|11|1002
9|12|1002
10|13|1002
11|14|1002
1|15|1003
2|16|1003
3|17|1003
4|18|1003
5|19|1003
6|20|1003
7|21|1003
8|22|1003
9|23|1003
10|24|1003
11|25|1003
12|26|1003
13|27|1003
14|28|1003
15|29|1003
16|30|1003
17|31|1003
1|32|1004
2|33|1004
3|34|1004
4|35|1004
5|36|1004
6|37|1004
7|38|1004
8|39|1004
9|40|1004
10|41|1004
11|42|1004
12|43|1004
13|44|1004
14|45|1004
15|46|1004
16|47|1004
17|48|1004
18|49|1004
19|50|1004
20|51|1004
21|52|1004
22|53|1004
23|54|1004
1|55|1005
2|56|1005
3|57|1005
4|58|1005
5|59|1005
6|60|1005
7|61|1005
8|62|1005
9|63|1005
10|64|1005
11|65|1005
12|66|1005
13|67|1005
14|68|1005
15|69|1005
1|70|1006
2|71|1006
3|72|1006
4|73|1006
5|74|1006
6|75|1006
7|76|1006
8|77|1006
9|78|1006
10|79|1006
11|80|1006
12|81|1006
13|82|1006
14|83|1006
15|84|1006
16|85|1006
17|86|1006
18|87|1006
1|88|1007
2|89|1007
3|90|1007
4|91|1007
5|92|1007
6|93|1007
7|94|1007
8|95|1007
9|96|1007
10|97|1007
11|98|1007
12|99|1007
13|100|1007
1|101|1008
2|102|1008
3|103|1008
4|104|1008
5|105|1008
6|106|1008
7|107|1008
8|108|1008
9|109|1008
10|110|1008
11|111|1008
12|112|1008
13|113|1008
14|114|1008
15|115|1008
16|116|1008
17|117|1008
18|118|1008
19|119|1008
20|120|1008
21|121|1008
22|122|1008
23|123|1008
24|124|1008
25|125|1008
26|126|1008
1|127|2002
2|128|2002
3|129|2002
4|130|2002
5|131|2002
6|132|2002
7|133|2002
1|134|2001
2|135|2001
3|136|2001
4|137|2001
5|138|2001
6|139|2001
7|140|2001
8|141|2001
9|142|2001
10|143|2001
11|144|2001
12|145|2001
13|146|2001
14|147|2001
15|148|2001
16|149|2001
17|150|2001
18|151|2001
19|152|2001
20|153|2001
21|154|2001
22|155|2001
23|156|2001
24|157|2001
25|158|2001
26|159|2001
27|160|2001
28|161|2001
29|162|2001
30|163|2001
31|164|2001
32|165|2001
33|166|2001
34|167|2001
35|168|2001
36|169|2001
37|170|2001
38|171|2001
39|172|2001
40|173|2001
41|174|2001
42|180|2001
1|175|2007
2|176|2007
3|177|2007
4|178|2007
5|179|2007
1|181|2005
2|182|2005
3|183|2005
